ID,COU,RES,SITE,SITE_ID,PLOT,GRAZ,DVS,DSS,STY,TAXOUSDA,TAXNWRB,STE,SDE,VEG,ELE-ALOS30,ELE EGM96,BIOME,DIST_EQUATOR,Lat_decimal,Long_decimal,NDVImean_S2,NDVI_Mean_L8,NDVI_Mean_SD_L8,NDVI_Mean_CV_L8,NDVI_Max_L8,NDVI_Max_SD_L8,NDVI_Max_CV_L8,NDVI_Mean_MODIS,NDVI_SD_Mean_MODIS,NDVI_CV_Mean_MODIS,NDVI_Max_MODIS,NDVI_Max_SD_MODIS,NDVI_Max_CV_MODIS,ASPECT-ALOS30,SLOPE-ALOS30,WP Distance,AMT,MDR,ISO,TSE,MAWM,MIWM,TAR,MTWEQ,MTDQ,MTWAQ,MTCQ,RAI,RAWM,RADM,RASE,RAWEQ,RADQ,RAWAQ,RACQ,MTMAX,MTMIN,AI,AI_v3,ARIDITY,ARIDITY v3
106,China,"Wang, Deli",CHA,31,3,1,2017/08/16,2017/08/16,,Borolls,Haplic Kastanozems,Sandy Loam,,1,590,593,,49.298,49.29804,119.18883,0.049910861,0.113839763,0.013476974,0.11838547,0.259811531,0.021391281,0.082333841,0.195940682,0.021922125,0.111881437,0.52045,0.102422898,0.196796806,90,2.8422,3337.2299,-1.1,12.5,21.35,1695.3284,25.8,-32.8,58.6,18.6,-19.7,18.6,-23.3,330,97,2,118.276,236,7,236,9,5.2,-7.3,0.3269,0.3236,0.6731,0.6764
107,China,"Wang, Deli",CHB,32,1,3,2017/08/18,2017/08/18,,Borolls,Haplic Kastanozems,Loam,,1,682,680,,49.5254,49.52535,118.5603,0.067778789,0.166342289,0.05118493,0.307708461,0.439385811,0.122935172,0.27978867,0.211283646,0.034745627,0.164450149,0.564485,0.129578991,0.229552586,180,3.7048,718.2147,-0.9,13,22.28,1664.1096,25.8,-32.4,58.2,18.3,-19,18.3,-22.8,318,97,2,121.0175,231,6,231,7,5.6,-7.4,0.306,0.3034,0.694,0.6966
108,China,"Wang, Deli",CHB,32,2,2,2017/08/17,2017/08/17,,Borolls,Haplic Kastanozems,Loam,,1,748,744,,49.5467,49.54666,118.55455,0.057836867,0.151370625,0.046869406,0.309633433,0.416420112,0.123297736,0.296089771,0.217982698,0.029686393,0.136186926,0.650055,0.106697331,0.164135852,270,4.2805,2904.3683,-1.1,12.9,22.36,1647.3636,25.4,-32.1,57.5,18.1,-18.9,18.1,-22.6,331,99,2,119.0576,238,6,238,7,5.4,-7.5,0.3216,0.3192,0.6784,0.6808
109,China,"Wang, Deli",CHB,32,3,1,2017/08/17,2017/08/17,,Borolls,Haplic Kastanozems,Sandy Loam,,1,751,750,,49.5465,49.54646,118.55591,0.060644077,0.154528553,0.046346768,0.299923651,0.44234545,0.110289925,0.249329851,0.221555119,0.028711311,0.129589924,0.660585,0.112140548,0.169759452,180,1.8543,2923.5228,-1.1,12.9,22.36,1647.3636,25.4,-32.1,57.5,18.1,-18.9,18.1,-22.6,331,99,2,119.0576,238,6,238,7,5.4,-7.5,0.3216,0.3192,0.6784,0.6808
110,China,"Wang, Deli",CHC,33,1,3,2017/08/19,2017/08/19,,Borolls,Haplic Kastanozems,Loamy Sand,,2,682,683,,49.5611,49.56109,117.38106,0.058503867,0.140539954,0.034693385,0.246857805,0.369927088,0.085463513,0.231027994,0.19275251,0.031281962,0.162290817,0.480465,0.111371816,0.23180006,288,3.0037,648.4208,-0.5,12.7,22.8,1588.3283,25.8,-30,55.8,18.4,-20.9,18.4,-20.9,291,90,1,121.9756,212,5,212,5,5.8,-6.9,0.273,0.2741,0.727,0.7259
111,China,"Wang, Deli",CHC,33,2,2,2017/08/18,2017/08/18,,Borolls,Haplic Kastanozems,Sandy Loam,,1,683,684,,49.5614,49.56143,117.3794,0.066335987,0.147190598,0.047862962,0.325176762,0.403388649,0.125703474,0.311618767,0.19275251,0.031281962,0.162290817,0.480465,0.111371816,0.23180006,0,0.9274,679.101,-0.5,12.7,22.8,1588.3283,25.8,-30,55.8,18.4,-20.9,18.4,-20.9,291,90,1,121.9756,212,5,212,5,5.8,-6.9,0.273,0.2741,0.727,0.7259
112,China,"Wang, Deli",CHC,33,3,1,2017/08/19,2017/08/19,,Borolls,Haplic Kastanozems,Sandy Loam,,1,757,755,,49.5036,49.50364,117.24972,0.061936998,0.141036569,0.054438157,0.385986114,0.402733912,0.122089112,0.303150811,0.206873864,0.033896915,0.163853056,0.554175,0.132284561,0.238705393,57,3.4019,11026.8413,-0.6,12.9,23.37,1562.7052,25.5,-29.6,55.1,18.1,-20.5,18.1,-20.5,284,87,1,121.773,207,4,207,4,5.9,-7,0.2661,0.2685,0.7339,0.7315
113,China,Xiaobing Zhou,Muri,34,1,3,2017/06/04,2017/06/04,,Orthents,Haplic Gypsisols,Sandy Loam,7.5,2,1155,1155,,43.9845,43.98449,90.97402,0.02232484,0.070553827,0.009303516,0.131864085,0.134519083,0.022618573,0.168143972,0.071523617,0.005770015,0.080672868,0.136425,0.018516078,0.135723494,0,0.9274,3484.27,5.1,12.3,25.26,1363.8423,27.8,-20.8,48.6,21,-9.9,21,-12.5,89,19,2,67.488,47,7,47,7,11.2,-1.1,0.058,0.0553,0.942,0.9447
114,China,Xiaobing Zhou,Muri,34,2,2,2017/06/04,2017/06/04,,Orthents,Haplic Gypsisols,Sandy Loam,7.5,2,1164,1163,,43.971,43.97099,90.97385,0.020931038,0.065632093,0.008700926,0.132571203,0.118269004,0.019181484,0.162185215,0.07101503,0.006330245,0.089139511,0.13405,0.019504939,0.145504951,306,1.5874,4634.9873,5,12.3,25.36,1357.547,27.7,-20.7,48.4,20.9,-9.9,20.9,-12.5,89,20,2,69.7325,48,7,48,7,11.1,-1.1,0.0582,0.0554,0.9418,0.9446
115,China,Xiaobing Zhou,Muri,34,3,1,2017/06/04,2017/06/04,,Cambids,Haplic Gypsisols,Silt Loam,7.5,2,1114,1114,,43.9644,43.96438,90.81653,0.025257154,0.077730588,0.004571838,0.058816454,0.153106843,0.02076317,0.135612295,0.081946492,0.011567283,0.141156535,0.173825,0.05114947,0.294258421,0,0.9274,15889.4294,5.1,12.9,25.46,1411.8538,28.6,-22,50.6,21.5,-10.4,21.5,-13.2,91,19,2,65.6158,47,7,47,7,11.5,-1.4,0.0588,0.0566,0.9412,0.9434
116,Ecuador,"Castillo, Andrea",Crucita,35,1,3,2017/04/01,2016/09/01,Entisol/Inceptisol,Ustox,Haplic Ferralsols,Silt Loam,9,3,78,87,,0.8944,-0.89437,-80.5366,0.048759499,0.196259765,0.086731635,0.441922648,0.470309218,0.248567536,0.52851938,0.420557846,0.071950682,0.171083912,0.831605,0.098418454,0.118347598,135,1.3115,856.9748,24.8,7.4,76.12,87.823,29.5,19.8,9.7,25.7,23.8,25.9,23.8,367,101,3,116.7058,263,16,240,16,28.5,21.1,0.2594,0.2558,0.7406,0.7442
117,Ecuador,"Castillo, Andrea",Crucita,35,3,1,2017/04/01,2016/09/01,Entisol/Inceptisol,Udults,Haplic Ferralsols,Silt Loam,9,3,158,169,,0.8994,-0.8994,-80.55148,0.04756427,0.187399561,0.076082531,0.405990976,0.429018418,0.267567272,0.623673158,0.473231597,0.04893068,0.1033969,0.86302,0.076789128,0.088977228,225,6.5303,2572.132,24.8,7.1,74.65,90.1882,29.4,19.9,9.5,25.7,23.8,25.9,23.8,329,95,2,122.6447,244,12,223,19,28.3,21.2,0.226,0.2226,0.774,0.7774
118,Ecuador,"Castillo, Andrea",Crucita,35,4,0,2017/04/01,2016/09/01,Entisol/Inceptisol,Udults,Haplic Ferralsols,Silt Loam,9,3,172,180,,0.905,-0.90503,-80.55512,0.051537396,0.232945616,0.069485879,0.298292283,0.485046705,0.231032549,0.476309903,0.469441735,0.053664477,0.114315523,0.84485,0.093705128,0.110913332,162,2.9305,3225.5288,24.5,7.3,75.6,86.4975,29.2,19.5,9.7,25.3,23.5,25.5,23.5,369,103,3,120.3697,270,13,246,19,28.1,20.8,0.2565,0.2531,0.7435,0.7469
119,Ecuador,"Espinosa, Carlos Ivan",Zapotillo,36,1,3,2017/03/06,2017/10/14,,Orthents,Haplic Leptosols,Loam,,2,179,176,,4.3753,-4.37532,-80.35908,0.084940822,0.123355667,0.031140841,0.252447587,0.225631192,0.058456842,0.259081387,0.241223152,0.039012274,0.161726907,0.47464,0.109435438,0.230565141,127,4.636,192.054,24.8,11.8,73.9,153.724,32.4,16.5,15.9,26.6,23,26.6,23,336,183,0,182.2997,293,2,264,2,30.6,18.9,0.2126,0.2128,0.7874,0.7872
120,Ecuador,"Espinosa, Carlos Ivan",Zapotillo,36,2,2,2017/03/06,2017/10/14,,Udults,Haplic Lixisols (Chromic),Loam,,2,212,216,,4.3661,-4.36613,-80.36294,0.157652897,0.207669528,0.075532565,0.363715205,0.476022998,0.195090253,0.409833671,0.44630253,0.062792582,0.140695107,0.77784,0.09288537,0.119414494,82,6.5484,919.806,24.6,11.8,74.32,151.0168,32.2,16.3,15.9,26.4,22.9,26.4,22.9,327,181,0,186.2127,289,0,267,0,30.5,18.7,0.2028,0.2031,0.7972,0.7969
121,Ecuador,"Espinosa, Carlos Ivan",Zapotillo,36,4,0,2017/03/06,2017/10/14,,Orthents,Haplic Ferralsols,Loam,,2,205,207,,4.3573,-4.35728,-80.36458,0.175056012,0.206687704,0.066393391,0.321225647,0.497502257,0.210122304,0.422354474,0.451214328,0.064942518,0.143928316,0.78463,0.087565242,0.111600681,153,2.0742,1909.3135,24.5,11.9,75,148.788,32.1,16.3,15.8,26.3,22.8,26.3,22.8,331,183,0,186.7023,294,0,272,0,30.5,18.6,0.2012,0.2016,0.7988,0.7984
125,Ecuador,"Jadan, Oswaldo",Mostaza,38,1,3,2017/04/21,2017/04/21,,Ustolls,Lithic Leptosols,Clay Loam,,2,1824,1817,,3.4032,-3.40324,-79.32864,0.079238757,0.159496866,0.025792152,0.161709462,0.327644656,0.041302163,0.126057795,0.303107836,0.047998275,0.158353791,0.515155,0.105353627,0.204508599,90,9.2111,640.6305,19.4,12.4,92.66,22.0365,26.2,12.8,13.4,19.1,19.5,19.6,19.1,541,124,5,82.6484,297,25,30,277,25.6,13.2,0.3753,0.3778,0.6247,0.6222
126,Ecuador,"Jadan, Oswaldo",Mostaza,38,2,2,2017/04/23,2017/04/23,,Ustolls,Lithic Leptosols,Sandy Loam,,2,1376,1377,,3.4077,-3.4077,-79.31464,0.067370557,0.128074948,0.017698727,0.138190386,0.26076595,0.050074362,0.192027993,0.225456028,0.027898474,0.123742419,0.4031,0.085651853,0.212482891,32,24.6255,1023.9131,21.8,13,92.5,20.5603,28.9,14.9,14,21.6,21.9,22,21.5,813,178,11,80.3446,444,54,55,408,28.3,15.3,0.5398,0.5434,0.4602,0.4566
127,Ecuador,"Jadan, Oswaldo",Mostaza,38,3,1,2017/04/22,2017/04/22,,Ustolls,Lithic Leptosols,Loam,,2,1653,1672,,3.415,-3.415,-79.33001,0.07748363,0.156912342,0.032348829,0.206158602,0.335808655,0.070643779,0.210369143,0.301804753,0.039206461,0.129906705,0.501715,0.085509102,0.170433618,96,8.3538,1186.5675,19.9,12.7,90.83,29.8735,27.1,13.1,14,19.6,20.1,20.3,19.5,530,126,4,85.7998,299,24,28,275,26.3,13.6,0.364,0.3672,0.636,0.6328
128,Hungary,"Valko, Orsolya",Mata,39,1,3,2018/07/06,2018/08/12,solonetz,Ustolls,Calcic Solonetz,Silt Loam,100,1,88,85,,47.6401,47.64005,21.14358,0.144007474,0.37377574,0.07823033,0.209297504,0.63732183,0.018626454,0.029226136,0.539101393,0.052791972,0.097925867,0.739375,0.037088385,0.050161805,304,1.6594,681.5422,10.2,10.6,30.93,859.2283,26,-8.3,34.3,20.5,1.2,20.5,-0.7,535,72,27,32.9859,195,83,195,93,15.5,4.9,0.5182,0.5128,0.4818,0.4872
129,Hungary,"Valko, Orsolya",Mata,39,2,2,2018/06/06,2018/08/12,solonetz,Ustolls,Calcic Solonetz,Silt Loam,100,1,87,85,,47.6292,47.62921,21.14198,0.134620949,0.364779378,0.080952568,0.221921997,0.62049069,0.020422733,0.032913842,0.536951986,0.051957257,0.09676332,0.78413,0.063423506,0.080883918,56,1.6591,1867.2044,10.2,10.6,30.9,858.6759,26,-8.3,34.3,20.5,1.2,20.5,-0.7,535,73,27,32.8397,195,84,195,93,15.5,4.9,0.5184,0.5129,0.4816,0.4871
130,Hungary,"Valko, Orsolya",Mata,39,3,1,2018/06/06,2018/08/12,solonetz,Udolls,Calcic Solonetz,Silt Loam,100,1,87,84,,47.6045,47.60451,21.12539,0.104864673,0.297547358,0.059326731,0.199385842,0.500177026,0.023105475,0.046194594,0.46476337,0.051712943,0.111267252,0.679165,0.054292495,0.079940066,304,1.6586,4767.1757,10.2,10.6,30.88,860.1413,26.1,-8.2,34.3,20.6,1.2,20.6,-0.7,535,72,27,32.0576,193,84,193,93,15.5,4.9,0.5181,0.5117,0.4819,0.4883
131,Hungary,"Valko, Orsolya",Nagyivan,40,1,3,2018/09/06,2018/06/29,solonetz,Udolls,Mollic Vertisols,Silt Loam,100,1,87,86,,47.4792,47.47921,20.9167,0.137730688,0.324319063,0.046092223,0.142119993,0.566269656,0.043887421,0.077502689,0.498414733,0.049071093,0.098454338,0.684705,0.042569924,0.062172649,180,0.9274,337.7175,10.4,10.3,30.42,859.34,26.1,-7.6,33.7,19.3,1.4,20.8,-0.5,529,70,26,32.0663,189,80,188,90,15.6,5.3,0.5012,0.4926,0.4988,0.5074
132,Hungary,"Valko, Orsolya",Nagyivan,40,2,2,2018/09/06,2018/06/29,solonetz,Udolls,Calcic Solonetz,Silt Loam,100,1,83,84,,47.4561,47.45608,20.89312,0.146975466,0.363290837,0.061018927,0.167961648,0.667339126,0.023723073,0.035548751,0.529657688,0.058499197,0.110447178,0.77912,0.054420561,0.069848754,304,1.6554,576.8097,10.5,10.3,30.56,859.1323,26.1,-7.6,33.7,20.8,1.5,20.8,-0.4,525,69,26,32.089,188,80,188,90,15.6,5.3,0.4957,0.4868,0.5043,0.5132
133,Hungary,"Valko, Orsolya",Nagyivan,40,3,1,2018/08/06,2018/06/29,solonetz,Udolls,Mollic Vertisols,Silt Loam,100,1,84,84,,47.4812,47.48124,20.91549,0.126613772,0.346116006,0.046606481,0.134655666,0.620742301,0.042327828,0.06818905,0.515303211,0.049867081,0.096772308,0.722595,0.044922629,0.062168475,270,1.3721,3032.3146,10.4,10.2,30.27,859.0305,26.1,-7.6,33.7,19.3,1.5,20.8,-0.5,528,69,26,31.768,188,80,187,90,15.5,5.3,0.5004,0.4908,0.4996,0.5092
134,Iran,"Abedi, Mehdi",Alikhani,41,1,3,2016/06/19,2016/06/19,,Orthents,Haplic Calcisols,Sandy Loam,,2,1077,1075,,37.4932,37.4932,56.11681,0.06190844,0.138201658,0.018731385,0.135536612,0.194464917,0.024339879,0.125163344,0.145725099,0.017485001,0.1199862,0.196395,0.037813942,0.192540246,90,8.1278,152.1627,13.9,11.5,32.06,891.9772,30.9,-5.1,36,7.8,24.2,25,2.9,302,54,5,64.8113,139,20,21,106,19.6,8.1,0.1719,0.1744,0.8281,0.8256
135,Iran,"Abedi, Mehdi",Alikhani,41,2,2,2016/06/19,2016/06/19,,Orthents,Haplic Calcisols,Silt Loam,,2,1082,1077,,37.4912,37.49119,56.11515,0.062128193,0.133819779,0.017371554,0.129813053,0.16161711,0.003649281,0.022579791,0.144281532,0.01818912,0.126066862,0.19819,0.03975431,0.200586861,123,8.3486,378.5073,13.8,11.6,32.09,892.715,30.8,-5.3,36.1,7.7,24,24.9,2.8,301,53,5,64.4326,138,20,21,106,19.6,8,0.1716,0.1741,0.8284,0.8259
136,Iran,"Abedi, Mehdi",Alikhani,41,3,1,2016/06/19,2016/06/19,,Orthents,Haplic Calcisols,Silt Loam,,2,1100,1099,,37.4875,37.48745,56.10868,0.062334331,0.140781076,0.015131035,0.107479184,0.191672007,0.024159717,0.126047186,0.163648775,0.023439801,0.143232364,0.23121,0.05326473,0.230373816,110,13.4176,1085.2645,13.8,11.6,32.09,892.715,30.8,-5.3,36.1,7.7,24,24.9,2.8,301,53,5,64.4326,138,20,21,106,19.6,8,0.1716,0.1741,0.8284,0.8259
137,Iran,"Abedi, Mehdi",Lohondor,42,1,3,2016/06/27,2016/06/30,,Xerolls,Haplic Calcisols,Silt Loam,,2,1239,1240,,37.5121,37.51213,55.87783,0.088743705,0.260773252,0.042647006,0.163540567,0.480962316,0.075746231,0.15748891,0.312720267,0.038251811,0.122319578,0.557675,0.067506248,0.121049443,180,11.884,86.3494,12.2,9.2,28.5,840.316,28,-4.4,32.4,6.6,21.8,22.3,1.7,291,52,5,63.7729,133,21,23,98,16.9,7.6,0.1836,0.1823,0.8164,0.8177
138,Iran,"Abedi, Mehdi",Lohondor,42,2,2,2016/06/27,2016/06/30,,Xerolls,Haplic Calcisols,Silt Loam,,1,1239,1237,,37.5109,37.51093,55.87864,0.07456499,0.240030449,0.059532936,0.248022434,0.441378752,0.073646922,0.166856518,0.327491453,0.032541996,0.099367468,0.582415,0.065664885,0.112745869,43,5.0922,141.7515,12.2,9.2,28.5,840.316,28,-4.4,32.4,6.6,21.8,22.3,1.7,291,52,5,63.7729,133,21,23,98,16.9,7.6,0.1836,0.1823,0.8164,0.8177
139,Iran,"Abedi, Mehdi",Lohondor,42,3,1,2016/06/27,2016/06/30,,Xerolls,Haplic Calcisols,Silt Loam,,2,1262,1260,,37.5085,37.50846,55.87976,0.06638588,0.213689772,0.04992784,0.233646374,0.413794825,0.088928856,0.214910507,0.304269348,0.034785982,0.114326278,0.57106,0.078655394,0.137735778,32,4.3769,407.4066,12.2,9.2,28.5,840.316,28,-4.4,32.4,6.6,21.8,22.3,1.7,291,52,5,63.7729,133,21,23,98,16.9,7.6,0.1836,0.1823,0.8164,0.8177
140,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,1,3,2016/07/07,2016/08/11,,Orthents,Aric Regosols,Silt Loam,15,2,2144,2118,,36.6949,36.69489,58.66186,0.063411113,0.140949914,0.027667335,0.196291961,0.242013057,0.049994549,0.206577899,0.17080417,0.019833591,0.116118895,0.29417,0.051615329,0.175460887,186,11.0507,296.9611,7.9,11.2,31.41,901.2626,25.1,-10.4,35.5,1.7,18,19,-3.2,370,70,3,71.0914,176,14,21,145,13.5,2.3,0.2422,0.2414,0.7578,0.7586
141,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,2,2,2016/07/07,2016/08/11,,Orthents,Calcaric Regosols,Silt Loam,30,2,2214,2177,,36.693,36.69303,58.66581,0.065815906,0.15655319,0.027306441,0.174422769,0.276783203,0.039339033,0.142129409,0.166848715,0.020551313,0.123173337,0.30106,0.043511117,0.144526395,239,24.014,431.0131,7.9,11.2,31.41,901.2626,25.1,-10.4,35.5,1.7,18,19,-3.2,370,70,3,71.0914,176,14,21,145,13.5,2.3,0.2422,0.2414,0.7578,0.7586
142,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,3,1,2016/07/08,2016/08/11,,Xerolls,Aric Regosols,Silt Loam,40,3,2136,2157,,36.6957,36.69568,58.66592,0.067158383,0.099210473,0.034170448,0.344423798,0.309124827,0.035855666,0.115990895,0.189832589,0.020194879,0.106382574,0.3361,0.041125546,0.122361041,343,25.3973,573.5716,7.9,11.2,31.41,901.2626,25.1,-10.4,35.5,1.7,18,19,-3.2,370,70,3,71.0914,176,14,21,145,13.5,2.3,0.2422,0.2414,0.7578,0.7586
143,Iran,"Farzam, Mohammad (Jankju)",Baharkish,43,4,0,2016/07/09,2016/08/11,,Orthents,Haplic Calcisols,Silt Loam,45,3,2137,2178,,36.6958,36.69578,58.6672,0.062472484,0.13974459,0.026427133,0.189110238,0.335062782,0.041841539,0.124876714,0.192776868,0.023214532,0.120421772,0.367425,0.074205489,0.201960915,342,21.3818,670.5139,8,11.2,31.57,897.2647,25.1,-10.3,35.4,1.8,18.1,19.1,-3.1,370,70,3,71.0914,176,14,21,145,13.6,2.4,0.2408,0.2405,0.7592,0.7595
144,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,1,3,2016/07/20,2016/07/20,,Xerolls,Haplic Cambisols,Silt Loam,30,2,1475,1479,,37.4124,37.41242,56.75472,0.111734603,0.229492868,0.010732847,0.046767673,0.442639093,0.068629349,0.155045838,0.440763893,0.030162644,0.068432655,0.71462,0.031626381,0.044256222,239,29.6546,493.2793,10.8,9,27.97,851.6944,26.8,-5.2,32,5,20.5,21.2,0.3,320,55,7,58.9366,141,26,30,109,15.3,6.4,0.2066,0.2014,0.7934,0.7986
145,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,2,2,2016/07/19,2016/07/20,,Xerolls,Calcaric Regosols,Silt Loam,40,2,1617,1628,,37.4152,37.41519,56.768,0.125849737,0.230088402,0.008646429,0.037578724,0.411021054,0.026785315,0.065167743,0.330090642,0.023995745,0.072694413,0.580695,0.053942537,0.092893063,135,24.6797,1625.8778,10.3,8.9,28.01,850.4788,26.3,-5.5,31.8,4.4,20,20.7,-0.2,320,56,7,59.2982,141,26,30,107,14.8,5.9,0.2088,0.2032,0.7912,0.7968
146,Iran,"Farzam, Mohammad (Jankju)",Darkesh,44,4,0,2016/07/18,2016/07/20,,Xerolls,Haplic Cambisols,Sandy Loam,60,2,1513,1520,,37.4155,37.41547,56.77344,0.106904076,0.21218091,0.007614215,0.035885483,0.393571128,0.020210516,0.051351622,0.435488508,0.029594667,0.067957402,0.729505,0.030353262,0.041608024,139,29.1758,2108.4542,10.3,8.9,28.01,850.4788,26.3,-5.5,31.8,4.4,20,20.7,-0.2,320,56,7,59.2982,141,26,30,107,14.8,5.9,0.2088,0.2032,0.7912,0.7968
147,Iran,"Farzam, Mohammad (Jankju)",Khage,45,1,3,2016/04/20,2016/08/06,,Orthents,Haplic Calcisols,Sandy Loam,40,1,617,619,,36.6117,36.61167,60.38364,0.063758903,0.132307642,0.011584849,0.087559942,0.206395855,0.036990007,0.17921875,0.193220939,0.0409123,0.211738439,0.37934,0.099488864,0.262268319,111,17.9019,157.9811,17,14.2,34.49,975.0932,36.9,-4.3,41.2,11,27.5,29.2,5,234,48,1,81.8503,122,3,4,87,24.1,9.9,0.1104,0.1127,0.8896,0.8873
148,Iran,"Farzam, Mohammad (Jankju)",Khage,45,2,2,2016/04/20,2016/08/06,,Orthents,Haplic Calcisols,Loam,35,2,695,677,,36.6032,36.60317,60.37983,0.063378965,0.145815693,0.015026092,0.103048522,0.254678786,0.054284944,0.213150631,0.210890514,0.03222986,0.152827451,0.390805,0.092049097,0.235537153,229,19.1123,1120.6572,16.5,14,34.47,965.1522,36.1,-4.4,40.5,10.5,28.6,28.6,4.6,243,50,1,81.9793,127,4,4,89,23.5,9.5,0.1171,0.1198,0.8829,0.8802
149,Iran,"Farzam, Mohammad (Jankju)",Khage,45,3,1,2016/04/21,2016/08/06,,Argids,Haplic Calcisols,Silt Loam,25,2,723,730,,36.5998,36.59978,60.38375,0.074453462,0.159738091,0.017429281,0.109111614,0.297806581,0.048778853,0.163793738,0.220598933,0.03526968,0.159881462,0.398865,0.091711173,0.22993036,208,22.9484,1393.4727,16.1,13.9,34.63,955.5361,35.5,-4.5,40,10.1,28.1,28.1,4.4,252,51,1,81.6113,131,4,4,91,23.1,9.2,0.123,0.1261,0.877,0.8739
150,Iran,"Farzam, Mohammad (Jankju)",Khage,45,4,0,2016/04/22,2016/08/06,,Orthents,Haplic Calcisols,Loam,18,2,784,749,,36.5982,36.59817,60.38675,0.065554566,0.140108635,0.02195823,0.15672289,0.277414108,0.056620657,0.204101578,0.229458518,0.034801514,0.151667999,0.42905,0.097942472,0.228277526,238,31.6396,1571.632,16.1,13.9,34.63,955.5361,35.5,-4.5,40,10.1,28.1,28.1,4.4,252,51,1,81.6113,131,4,4,91,23.1,9.2,0.123,0.1261,0.877,0.8739
151,Israel,"Zaady, Eli",Beit Nir,46,1,3,2016/06/16,2016/06/15,Lk- Calcic Luvisols,Xerolls,Calcic Vertisols,Loam,,2,240,242,,31.65,31.65,34.886,0.218150853,0.312209177,0.017975654,0.057575675,0.555150717,0.07734048,0.139314384,0.440285109,0.033232964,0.075480553,0.720985,0.047262228,0.065552304,297,6.0941,1029.454,18.8,12.3,45.82,547.2208,31.2,4.3,26.9,12,24.7,25.2,12,406,103,0,111.1985,261,0,0,261,25,12.7,0.2065,0.2095,0.7935,0.7905
152,Israel,"Zaady, Eli",Beit Nir,46,2,2,2016/06/16,2016/06/15,Lk- Calcic Luvisols,Xerolls,Calcic Vertisols,Silt Loam,,3,236,235,,31.655,31.655,34.891,0.21231666,0.307014716,0.005496542,0.017903186,0.664877137,0.105411881,0.158543399,0.42874504,0.041698847,0.097257912,0.761345,0.059393677,0.078011516,237,5.1569,1563.1758,18.9,12.3,45.79,547.5413,31.3,4.4,26.9,12,24.8,25.2,12,407,103,0,111.4737,263,0,0,263,25,12.7,0.2074,0.21,0.7926,0.79
153,Israel,"Zaady, Eli",Beit Nir,46,3,1,2016/06/16,2016/06/15,Lk- Calcic Luvisols,Xerolls,Calcic Vertisols,Silt Loam,,2,201,195,,31.674,31.674,34.883,0.199002498,0.338355963,0.049661564,0.14677313,0.606799632,0.113658439,0.187308023,0.389403814,0.032892658,0.084469274,0.74363,0.04572376,0.061487245,297,6.0953,1739.4921,19,12.3,46.07,544.0609,31.4,4.7,26.7,12.2,24.9,25.4,12.2,414,105,0,111.6503,268,0,0,268,25.2,12.9,0.2147,0.2166,0.7853,0.7834
154,Israel,"Zaady, Eli",Beit Nir,46,4,0,2016/06/16,2016/06/15,Lk- Calcic Luvisols,Xerolls,Calcic Vertisols,Silt Loam,,2,240,235,,31.632,31.632,34.883,0.194357829,0.268709839,0.006665068,0.024803961,0.490228802,0.056898337,0.11606486,0.379722974,0.035150986,0.092570081,0.65576,0.068468375,0.104410721,180,4.6274,3261.7082,18.9,12.4,46.14,545.4412,31.3,4.5,26.8,12.1,24.8,25.3,12.1,393,100,0,111.2672,253,0,0,253,25.1,12.7,0.2005,0.2024,0.7995,0.7976
155,Israel,"Zaady, Eli",Galed,47,1,3,2016/07/28,2016/07/28,Lc- Chromic Luvisols,Xerolls,Haplic Kastanozems,Silt Loam,,2,248,241,,32.575,32.575,35.109,0.152867283,0.329866371,0.023115202,0.070074441,0.743844092,0.053637143,0.072108045,0.388545464,0.02531155,0.065144372,0.726695,0.044990063,0.061910517,204,8.0677,980.2718,18.8,10.8,41.22,579.9509,31.3,5.2,26.1,11.4,25.1,25.5,11.4,606,155,0,113.7826,405,0,1,405,24.2,13.4,0.3276,0.3369,0.6724,0.6631
156,Israel,"Zaady, Eli",Galed,47,2,2,2016/07/28,2016/07/28,Lc- Chromic Luvisols,Xerolls,Calcic Vertisols,Silt Loam,,2,249,243,,32.572,32.572,35.112,0.150731474,0.305281396,0.043326935,0.141924582,0.717257778,0.041861029,0.0583626,0.40675667,0.031511396,0.077469893,0.771525,0.042686481,0.055327411,170,6.5563,1291.0775,18.8,10.8,41.22,579.9509,31.3,5.2,26.1,11.4,25.1,25.5,11.4,606,155,0,113.7826,405,0,1,405,24.2,13.4,0.3276,0.3369,0.6724,0.6631
157,Israel,"Zaady, Eli",Galed,47,3,1,2016/07/28,2016/07/28,Lc- Chromic Luvisols,Xeralfs,Haplic Luvisols,Silt Loam,,2,207,199,,32.564,32.564,35.09,0.139640843,0.319897789,0.039154216,0.12239602,0.742471476,0.021701786,0.029229117,0.383634269,0.032435937,0.084549112,0.718605,0.049852757,0.069374353,0,0,2954.6152,19,10.7,41.09,577.0751,31.5,5.4,26.1,11.7,25.3,25.7,11.7,587,150,0,114.302,393,0,1,393,24.4,13.6,0.322,0.3281,0.678,0.6719
