"","table_no","p_value","ID","species","nurse_p","nurse_a","bare_p","bare_a"
"595",595,1,"137","Scabiosa rotata",1,37,0,38
"596",596,1,"137","Crupina vulgaris",1,37,0,38
"597",597,0.000140078517083344,"138","Festuca valesiaca",34,5,17,22
"598",598,2.54527701181027e-07,"138","Dactylis glomerata",26,13,3,36
"599",599,0.0334667955225933,"138","Scabiosa rotata",8,31,1,38
"600",600,1,"138","Glycyrrhiza glabra",11,28,11,28
"601",601,1,"138","Stipa barbata",19,20,19,20
"602",602,0.000100392453376378,"138","Agropyron cristatum",18,21,2,37
"603",603,0.136253987977901,"138","Asperula arvensis",31,8,24,15
"604",604,0.0382894035124389,"138","Galium tenuissimum",21,18,11,28
"605",605,1,"138","Convolvulus commutatus",11,28,12,27
"606",606,0.473775013755447,"138","Crupina vulgaris",2,37,0,39
"607",607,0.202396015972959,"138","Eryngium caucasicum",5,34,1,38
"608",608,1,"138","Crataegus azarolus",1,38,0,39
"609",609,0.0336207167463645,"138","Inula oculus-christi",6,33,0,39
"610",610,0.708992143921637,"138","Medicago sativa",5,34,3,36
"611",611,1,"138","Potentilla recta",1,38,0,39
"612",612,0.194787050793491,"138","Verbascum speciosum",13,26,7,32
"613",613,0.202396015972959,"138","Hypericum elongatum",5,34,1,38
"614",614,0.156300154122608,"138","Cerasus pseudoprostrata",7,32,2,37
"615",615,0.0282313105525453,"138","Phlomis herba-venti",13,26,4,35
"616",616,1,"138","Phlomis cancellata",1,38,0,39
"617",617,0.320584286237934,"138","Echinops ritrodes",9,30,14,25
"618",618,1,"138","Centaurea kotschyi",1,38,0,39
"619",619,0.0683138631508986,"138","Achillea biebersteinii",10,29,3,36
"620",620,0.473775013755447,"138","Rosa persica",2,37,0,39
"621",621,1,"138","Astragalus sp.",1,38,0,39
"622",622,1,"138","Centaurea virgata",0,39,1,38
"623",623,0.650612963932754,"138","Stipa lessingiana",21,18,18,21
"624",624,1,"138","Bromus tomentellus",1,38,0,39
"625",625,0.0177506901894609,"138","Rhamnus pallasii",9,30,1,38
"626",626,0.0644430905064315,"138","Melica ciliata",5,34,0,39
"627",627,0.60771653421721,"138","Cousinia decipiens",1,38,3,36
"628",628,0.473775013755447,"138","Centaurea sp.",2,37,0,39
"629",629,1,"138","Teucrium chamaedrys",1,38,0,39
"630",630,0.141230355179347,"139","Crupina vulgaris",10,30,4,36
"631",631,0.819476976777521,"139","Stachys turcomanica",23,17,25,15
"632",632,0.822186767238018,"139","Inula oculus-christi",21,19,23,17
"633",633,0.155999971388297,"139","Haplophyllum acutifolium",10,30,17,23
"634",634,0.0023457869795668,"139","Stipa lessingiana",30,10,40,0
"635",635,4.01446967021536e-08,"139","Dactylis glomerata",25,15,1,39
"636",636,0.062407418568706,"139","Teucrium chamaedrys",7,33,1,39
"637",637,0.0137874036224372,"139","Convolvulus commutatus",25,15,13,27
"638",638,0.621268667217295,"139","Asperula arvensis",30,10,27,13
"639",639,1,"139","Festuca valesiaca",17,23,18,22
"640",640,0.202865823774749,"139","Dianthus orientalis",5,35,1,39
"641",641,0.0283950333597782,"139","Cerasus pseudoprostrata",10,30,2,38
"642",642,0.00908746745243919,"139","Asparagus verticillatus",8,32,0,40
"643",643,0.180668720557591,"139","Centaurea kotschyi",12,28,6,34
"644",644,0.821072596261134,"139","Echinops ritrodes",16,24,18,22
"645",645,1,"139","Paliurus spina-christi",1,39,0,40
"646",646,1,"139","Phlomis herba-venti",12,28,12,28
"647",647,5.32455071089255e-06,"139","Melica ciliata",18,22,0,40
"648",648,0.263552477282973,"139","Astragalus sp.",2,38,6,34
"649",649,0.03557000402271,"139","Scabiosa rotata",5,35,14,26
"650",650,0.334626809747887,"139","Onobrychis sintenisii",15,25,10,30
"651",651,0.754195461921882,"139","Galium tenuissimum",5,35,7,33
"652",652,0.347558036741169,"139","Eryngium caucasicum",8,32,4,36
"653",653,0.428744102545642,"139","Lappula barbata",2,38,5,35
"654",654,0.0338056892931675,"139","Phlomis cancellata",6,34,0,40
"655",655,0.421847975453363,"139","Kochia prostrata",11,29,7,33
"656",656,0.309433737315411,"139","Medicago sativa",13,27,8,32
"657",657,0.438578026081,"139","Salvia virgata",12,28,8,32
"658",658,0.0514222608325207,"139","Centaurea sp.",9,31,2,38
"659",659,0.225412729382739,"139","Hypericum elongatum",9,31,4,36
"660",660,0.709388115014226,"139","Potentilla recta",5,35,3,37
"661",661,0.754195461921882,"139","Cousinia decipiens",5,35,7,33
"662",662,1,"139","Verbascum speciosum",1,39,0,40
"663",663,1,"139","Agropyron trichophorum",10,30,9,31
"664",664,1,"139","Teucrium polium",1,39,0,40
"665",665,0.00464550589028813,"139","Rhamnus pallasii",9,31,0,40
"666",666,0.239203579780822,"139","Crataegus azarolus",3,37,0,40
"667",667,1,"139","Achillea biebersteinii",1,39,0,40
"668",668,1,"140","Poa bulbosa",33,42,33,42
"669",669,0.58621368107314,"140","Elymus repens",6,69,9,66
"670",670,1,"140","Eremurus stenophyllus",14,61,15,60
"671",671,0.0219467710032468,"140","Iris songarica",1,74,9,66
"672",672,0.476546211785049,"140","Hordeum bulbosum",0,75,2,73
"673",673,1,"140","Stachys turcomanica",1,74,0,75
"674",674,0.128408188444953,"140","Phlomis cancellata",0,75,4,71
"675",675,1,"140","Verbascum cheiranthifolium",4,71,5,70
"676",676,1,"140","Allium xiphopetalum",0,75,1,74
"677",677,1,"140","Tulipa sp.",1,74,0,75
"678",678,1,"140","Stipa arabica",0,75,1,74
"679",679,1,"140","Euphorbia boissieri",1,74,1,74
"680",680,0.476546211785049,"140","Artemisia kopetdaghensis",2,73,0,75
"681",681,1,"140","Astragalus chryostachys",1,74,0,75
"682",682,0.243443186193133,"140","Acantholimon raddeanum",3,72,0,75
"683",683,1,"140","Galium humifusum",2,73,1,74
"684",684,1,"140","Colchicum kotschyi",1,74,0,75
"685",685,0.476546211785049,"140","Peteropyrum aucheri",2,73,0,75
"686",686,1,"140","Acantholimon prostegium",1,74,0,75
"687",687,1,"140","Artemisia aucheri",1,74,0,75
"688",688,1,"140","Cerasus microcarpa",0,75,1,74
"689",689,1,"140","Melica persica",0,75,1,74
"690",690,0.476546211785049,"141","Veronica capillipes",2,73,0,75
"691",691,0.00370659943385024,"141","Acantholimon raddeanum",12,63,1,74
"692",692,0.739555633928698,"141","Eremurus stenophyllus",29,46,32,43
"693",693,0.121521372097114,"141","Verbascum cheiranthifolium",1,74,6,69
"694",694,1,"141","Cirsium bornmuelleri",3,72,3,72
"695",695,1,"141","Rosa persica",11,64,12,63
"696",696,1,"141","Perovskia abrotanoides",11,64,12,63
"697",697,0.128408188444953,"141","Melica persica",0,75,4,71
"698",698,0.178390826985052,"141","Elymus repens",33,42,24,51
"699",699,1,"141","Galium humifusum",3,72,3,72
"700",700,1,"141","Acanthophyllum korshinskyi",7,68,7,68
"701",701,0.128408188444953,"141","Eryngium bungei",0,75,4,71
"702",702,1,"141","Onobrychis verae",1,74,0,75
"703",703,1,"141","Artemisia aucheri",1,74,1,74
"704",704,1,"141","Acantholimon erinaceum",2,73,1,74
"705",705,1,"141","Artemisia kopetdaghensis",1,74,1,74
"706",706,1,"141","Astragalus jolderensis",2,73,2,73
"707",707,1,"141","Phlomis cancellata",2,73,2,73
"708",708,0.676922239021379,"141","Lactuca orientalis",2,73,4,71
"709",709,1,"141","Marrubium vulgare",0,75,1,74
"710",710,1,"141","Onobrychis cornuta",1,74,0,75
"711",711,1,"141","Thesium kotschyanum",1,74,1,74
"712",712,1,"141","Poa persica",1,74,0,75
"713",713,1,"141","Bunium cylindricum",1,74,0,75
"714",714,1,"141","Elymus  elongatum",0,75,1,74
"715",715,0.743420697695252,"141","Convolvulus lineatus",4,71,6,69
"716",716,1,"141","Serratula latifolia",1,74,0,75
"717",717,1,"141","Poa bulbosa",1,74,1,74
"718",718,1,"141","Tragopogon vvedenskyi",0,75,1,74
"719",719,1,"141","Bothriochloa ischaemum",0,75,1,74
"720",720,1,"141","Cerasus microcarpa",1,74,1,74
"721",721,0.31868925843528,"142","Eremurus stenophyllus",40,60,48,52
"722",722,0.407843549643864,"142","Eryngium bungei",11,89,16,84
"723",723,1,"142","Euphorbia boissieri",2,98,2,98
"724",724,0.434256269854804,"142","Lactuca orientalis",6,94,10,90
"725",725,1,"142","Polygonum sewerzowii",11,89,11,89
"726",726,0.434256269854804,"142","Crucianella gilanica",10,90,6,94
"727",727,1,"142","Lappula barbata",2,98,2,98
"728",728,0.219198303938622,"142","Rosa persica",26,74,35,65
"729",729,0.434256269854804,"142","Verbascum cheiranthifolium",6,94,10,90
"730",730,0.00370963571798385,"142","Cirsium bornmuelleri",13,87,31,69
"731",731,1,"142","Ziziphora clinopodioides",0,100,1,99
"732",732,0.0569157378388126,"142","Elymus repens",56,44,70,30
"733",733,0.0325094446457196,"142","Poa bulbosa",7,93,18,82
"734",734,1,"142","Iris songarica",1,99,2,98
"735",735,1,"142","Bupleurum falcatum",1,99,0,100
"736",736,1,"142","Eremopyrum bonaepartis",0,100,1,99
"737",737,0.745602788927461,"142","Heteranthelium piliferum",6,94,4,96
"738",738,0.0700413368746159,"142","Eremopyrum",0,100,5,95
"739",739,0.535045282478632,"142","Bunium cylindricum",4,96,7,93
"740",740,0.123796774283609,"142","Taraxacum montanum",1,99,6,94
"741",741,0.477289340269431,"142","Thesium kotschyanum",0,100,2,98
"742",742,0.535045282478632,"142","Artemisia kopetdaghensis",7,93,4,96
"743",743,0.244643139402873,"142","Alyssum szowitsianum",3,97,0,100
"744",744,0.613505266127911,"142","Phlomis cancellata",1,99,3,97
"745",745,0.566199738011124,"142","Acantholimon raddeanum",8,92,5,95
"746",746,1,"142","Acanthophyllum glandulosum",1,99,1,99
"747",747,1,"142","Festuca valesiaca",1,99,0,100
"748",748,1,"142","Ziziphora persica",0,100,1,99
"749",749,1,"142","Stipa arabica",5,95,4,96
"750",750,1,"142","Tragopogon vvedenskyi",1,99,1,99
"751",751,1,"142","Allium xiphopetalum",1,99,2,98
"752",752,1,"142","Vicia subvillosa",5,95,4,96
"753",753,1,"142","Stipa turkestanica",1,99,0,100
"754",754,0.613505266127911,"142","Centaurea virgata",1,99,3,97
"755",755,1,"142","Rochelia disperma",1,99,0,100
"756",756,1,"142","Acanthophyllum sp.",0,100,1,99
"757",757,1,"142","Erysimum ischnostylum",2,98,2,98
"758",758,1,"142","Agropyron sp.",3,97,4,96
"759",759,0.477289340269431,"142","Acantholimon erinaceum",0,100,2,98
"760",760,1,"143","Crucianella gilanica",12,63,12,63
"761",761,0.476546211785049,"143","Bunium cylindricum",2,73,0,75
"762",762,0.326120250511336,"143","Poa bulbosa",7,68,12,63
"763",763,0.531033566891266,"143","Heteranthelium piliferum ",4,71,7,68
"764",764,0.248507250182538,"143","Acantholimon erinaceum",8,67,14,61
"765",765,1,"143","Rosa persica",9,66,10,65
"766",766,0.0140925168550349,"143","Cousinia sp.",4,71,15,60
"767",767,0.650389746007099,"143","Dianthus polylepis",13,62,10,65
"768",768,1,"143","Festuca valesiaca",58,17,57,18
"769",769,0.590572483573124,"143","Verbascum cheiranthifolium",24,51,20,55
"770",770,0.271664301639324,"143","Artemisia kopetdaghensis",24,51,17,58
"771",771,0.743420697695252,"143","Alyssum szowitsianum",6,69,4,71
"772",772,1,"143","Ziziphora clinopodioides",6,69,5,70
"773",773,1,"143","Euphorbia boissieri",1,74,1,74
"774",774,1,"143","Iris songarica",2,73,3,72
"775",775,1,"143","Lappula barbata",1,74,2,73
"776",776,1,"143","Lactuca serriola",2,73,1,74
"777",777,0.595268978375548,"143","Eremurus stenophyllus",21,54,25,50
"778",778,1,"143","Taraxacum montanum",1,74,1,74
"779",779,0.36297143233983,"143","Cirsiumbornmulleri",1,74,4,71
"780",780,0.476546211785049,"143","Erysimum ischnostylum",0,75,2,73
"781",781,0.173936768264446,"143","Eryngium bungei",8,67,15,60
"782",782,0.0109706185058248,"143","Cirsium bornmuelleri",0,75,8,67
"783",783,0.612293027457368,"143","Heteranthelium piliferum",1,74,3,72
"784",784,0.128408188444953,"143","Bupleurum falcatum",0,75,4,71
"785",785,1,"143","Elymus repens",12,63,13,62
"786",786,0.743420697695252,"143","Lactuca orientalis",4,71,6,69
"787",787,0.210257360184505,"143","Convolvulus lineatus",3,72,8,67
"788",788,0.243443186193133,"143","Tragopogon vvedenskyi",3,72,0,75
"789",789,0.326120250511336,"143","Centaurea virgata",7,68,12,63
"790",790,1,"143","Stipa arabica",5,70,4,71
"791",791,0.36297143233983,"143","Acanthophyllum korshinskyi",1,74,4,71
"792",792,1,"143","Allium xiphopetalum",1,74,0,75
"793",793,0.743420697695252,"143","Stipa turkestanica",4,71,6,69
"794",794,0.243443186193133,"143","stipa torcamanica",0,75,3,72
"795",795,1,"143","Bothriochloa ischaemum",4,71,3,72
"796",796,1,"143","Juniperus polycarpos",1,74,1,74
"797",797,0.211299547333711,"143","Rochelia disperma",1,74,5,70
"798",798,0.612293027457368,"143","Melica persica",1,74,3,72
"799",799,0.763441463864832,"143","Acantholimon raddeanum",7,68,5,70
"800",800,0.612293027457368,"143","Rosa canina",1,74,3,72
"801",801,1,"143","Galium humifusum",0,75,1,74
"802",802,1,"143","Scandix",0,75,1,74
"803",803,1,"143","Festuca valesiaca ",2,73,1,74
"804",804,1,"143","Cerasus microcarpa",0,75,1,74
"805",805,1,"143","Acanthophyllum glandulosum",1,74,2,73
"806",806,0.476546211785049,"143","Astragalus jolderensis",2,73,0,75
"807",807,0.101706930031093,"143","Convolvulus arvensis",2,73,8,67
"808",808,1,"143","Cotoneaster nummularius",0,75,1,74
"809",809,1,"143","Stachys lavandulifolia",1,74,1,74
"810",810,1,"143","Acanthophyllum sp.",0,75,1,74
"811",811,1,"143","Centaurea iberica",1,74,0,75
"812",812,0.000835477492044167,"144","Galium verum",20,55,4,71
"813",813,0.153041884158821,"144","Dactylis glomerata",19,56,11,64
"814",814,1,"144","Anthemis triumfetti",11,64,11,64
"815",815,0.12578642463894,"144","Centaurea virgata",22,53,32,43
"816",816,0.36297143233983,"144","Silene sp.",4,71,1,74
"817",817,1,"144","Aractium  lappal",1,74,0,75
"818",818,0.531033566891266,"144","Thymus transcaspicus",7,68,4,71
"819",819,1,"144","Ziziphora clinopodioides",2,73,3,72
"820",820,0.278650913275678,"144","Stipa bromoides",25,50,18,57
"821",821,1,"144","Astragalus verus",2,73,1,74
"822",822,0.430453106218517,"144","Verbascum cheiranthifolium",14,61,19,56
"823",823,0.36297143233983,"144","Poa bulbosa",4,71,1,74
"824",824,1,"144","Dracocephalum kotschyi",3,72,2,73
"825",825,0.476546211785049,"144","Quercus castaneifolia",2,73,0,75
"826",826,1,"144","Tragopogon vvedenskyi",4,71,4,71
"827",827,0.58621368107314,"144","Astragalus verus ",9,66,6,69
"828",828,1,"144","Cotoneaster nummularius",10,65,10,65
"829",829,0.169060668425954,"144","Cleistogenes serotina",2,73,7,68
"830",830,0.724798494378135,"144","Astragalus jolderensis",22,53,25,50
"831",831,0.529579134969801,"144","Teucrium polium",12,63,16,59
"832",832,1,"144","Acinos graveolens",5,70,4,71
"833",833,0.438806815987549,"144","Echinops koelzii",5,70,2,73
"834",834,1,"144","Callipeltis cucullaria",1,74,0,75
"835",835,0.829222388002713,"144","Bothriochloa ischaemum",12,63,14,61
"836",836,0.676922239021379,"144","Vincetoxicum scandens",2,73,4,71
"837",837,0.791391116128031,"144","Fumana procumbens",7,68,9,66
"838",838,0.36297143233983,"144","Lactuca serriola",4,71,1,74
"839",839,0.169060668425954,"144","Agropyron cristatum",7,68,2,73
"840",840,0.676922239021379,"144","Scabiosa columbaria",4,71,2,73
"841",841,1,"144","Allium fibrosum",0,75,1,74
"842",842,0.517569184839588,"144","Carex halleriana",15,60,11,64
"843",843,0.476546211785049,"144","Rumex tuberosus",0,75,2,73
"844",844,1,"144","Stachys turcomanica",2,73,1,74
"845",845,1,"144","Cirsium sp.",1,74,2,73
"846",846,1,"144","Salvia sclarea",0,75,1,74
"847",847,1,"144","Lappula microcarpa",1,74,0,75
"848",848,1,"144","Hypericum scabrum",1,74,0,75
"849",849,1,"144","Melica ciliata",0,75,1,74
"850",850,0.427478521950833,"144","Stipa arabica",10,65,6,69
"851",851,0.243443186193133,"144","Tragopogon graminifolius",3,72,0,75
"852",852,0.121521372097114,"144","Hymenocrater elegans",6,69,1,74
"853",853,1,"144","Leontodon asperrimus",2,73,1,74
"854",854,1,"144","Elymus repens",2,73,3,72
"855",855,1,"144","Haplophyllum acutifolium",1,74,1,74
"856",856,6.18244936302811e-07,"144","Artemisia kopetdaghensis",23,52,0,75
"857",857,0.561630252856753,"144","Eremurus stenophyllus ",5,70,8,67
"858",858,0.243443186193133,"144","Colutea buhsei",3,72,0,75
"859",859,0.36297143233983,"144","Phlomis cancellata",1,74,4,71
"860",860,1,"144","Ziziphora persica",1,74,1,74
"861",861,0.36297143233983,"144","Ephedra major ",4,71,1,74
"862",862,0.612293027457368,"144","Alyssopsis mollis",1,74,3,72
"863",863,1,"144","Hordeum bulbosum",0,75,1,74
"864",864,1,"144","Rosa persica",3,72,4,71
"865",865,0.185994045803453,"144","Centaurea sintenisiana",5,70,11,64
"866",866,1,"144","Noaea mucronata",1,74,2,73
"867",867,1,"144","Cerasus microcarpa",1,74,0,75
"868",868,0.476546211785049,"144","Hymenocrater",2,73,0,75
"869",869,0.476546211785049,"144","Euphorbia falcata",0,75,2,73
"870",870,1,"144","Cousinia stahliana",2,73,2,73
"871",871,1,"144","Acanthophyllum sp.",1,74,0,75
"872",872,1,"144","Rochelia disperma",1,74,0,75
"873",873,1,"144","Lappula barbata",0,75,1,74
"874",874,0.229766270461138,"145","Cotoneaster nummularius",13,62,7,68
"875",875,0.121521372097114,"145","Juniperus communis",6,69,1,74
"876",876,0.853513577574216,"145","Verbascum sp.",19,56,21,54
"877",877,0.676922239021379,"145","Echinops koelzii",4,71,2,73
"878",878,0.366582209410512,"145","Vincetoxicum scandens",8,67,4,71
"879",879,1,"145","Carex halleriana",2,73,1,74
"880",880,0.623441092664337,"145","Dactylis glomerata",11,64,8,67
"881",881,0.743420697695252,"145","Astragalus jolderensis",4,71,6,69
"882",882,0.36297143233983,"145","Rochelia disperma",4,71,1,74
"883",883,0.612293027457368,"145","Hypericum scabrum",3,72,1,74
"884",884,0.845377985031768,"145","Stipa bromoides",18,57,16,59
"885",885,1,"145","Centaurea virgata",16,59,16,59
"886",886,0.0796514232532589,"145","Teucrium polium",8,67,17,58
"887",887,0.188666517678685,"145","Bothriochloa ischaemum",9,66,16,59
"888",888,1,"145","Agropyron trichophorum",1,74,0,75
"889",889,0.122244645195308,"145","Fumana procumbens",5,70,12,63
"890",890,0.612293027457368,"145","Viola odorata",3,72,1,74
"891",891,0.243443186193133,"145","Leontodon asperrimus",3,72,0,75
"892",892,0.243443186193133,"145","Paliurus spina-christi",3,72,0,75
"893",893,0.169060668425954,"145","Tragopogon graminifolius",7,68,2,73
"894",894,1,"145","Cerasus microcarpa",2,73,3,72
"895",895,0.128408188444953,"145","Crataegus microphylla",4,71,0,75
"896",896,0.476546211785049,"145","Cirsium arvensis",2,73,0,75
"897",897,0.476546211785049,"145","Rumex tuberosus",2,73,0,75
"898",898,1,"145","Galium verum",2,73,1,74
"899",899,0.326109452020489,"145","Ziziphora clinopodioides",3,72,7,68
"900",900,1,"145","Convolvulus arvensis",1,74,0,75
"901",901,1,"145","Haplophylum",1,74,0,75
"902",902,0.716323887581356,"145","Stachys subaphylla",5,70,3,72
"903",903,0.801613520941505,"145","Thymus transcaspicus",10,65,8,67
"904",904,1,"145","Rosa canina",1,74,1,74
"905",905,1,"145","Onobrychis melano",0,75,1,74
"906",906,1,"145","Bromus tectorum",1,74,0,75
"907",907,1,"145","Dracocephalum kotschyi",2,73,1,74
"908",908,1,"145","Cynodon dactylon",1,74,0,75
"909",909,1,"145","Stipa arabica",6,69,7,68
"910",910,1,"145","Convolvolus comotados",0,75,1,74
"911",911,0.476546211785049,"145","Bufonia oliveriana",2,73,0,75
"912",912,1,"145","Acinos graveolens",2,73,3,72
"913",913,1,"145","Stachys inflata",1,74,1,74
"914",914,1,"145","Amygdalus spinosissima",0,75,1,74
"915",915,1,"145","Artemisia scoparia",1,74,1,74
"916",916,0.476546211785049,"145","Cousinia stahliana",0,75,2,73
"917",917,1,"145","Hypericum scab",0,75,1,74
"918",918,1,"145","Ziziphora persica",0,75,1,74
"919",919,0.0494416605603103,"145","Artemisia kopetdaghensis",11,64,3,72
"920",920,1,"145","1",1,74,0,75
"921",921,0.476546211785049,"145","Allium fibrosum",2,73,0,75
"922",922,0.476546211785049,"145","Convolvulus lineatus",0,75,2,73
"923",923,1,"145","Rhamnus pallasii",0,75,1,74
"924",924,0.476546211785049,"145","Poa bulbosa",0,75,2,73
"925",925,1,"145","Silene sp.",1,74,0,75
"926",926,1,"145","Elymus repens",1,74,1,74
"927",927,0.243443186193133,"145","Cleistogenes serotina",0,75,3,72
"928",928,1,"145","Centaurea sintenisiana",24,51,24,51
"929",929,0.39976481558577,"145","Alyssopsis mollis",9,66,5,70
"930",930,0.58621368107314,"145","Eremurus stenophyllus ",6,69,9,66
"931",931,0.211299547333711,"145","Rosa persica",1,74,5,70
"932",932,1,"145","Phlomis cancellata",3,72,4,71
"933",933,0.476546211785049,"145","Ephedra major ",2,73,0,75
"934",934,1,"145","Euphorbia falcata",0,75,1,74
"935",935,1,"145","Verbascum cheiranthifolium",0,75,1,74
"936",936,1,"145","Hymenocrater elegans",1,74,0,75
"937",937,1,"145","Lactuca serriola",2,73,2,73
"938",938,0.0201990923207849,"145","Agropyron cristatum",7,68,0,75
"939",939,1,"145","Acanthophyllum sp.",1,74,0,75
"940",940,1,"145","Colutea buhsei",1,74,0,75
"941",941,1,"145","Noaea mucronata",1,74,0,75
"942",942,0.67369961498309,"146","Colutea buhsei",4,46,2,48
"943",943,1,"146","Teucrium polium",22,28,21,29
"944",944,0.275233524074834,"146","Stipa bromoides",38,12,32,18
"945",945,0.520146436295395,"146","Dactylis glomerata",18,32,14,36
"946",946,1,"146","Cotoneaster nummularius",6,44,6,44
"947",947,0.103829016538397,"146","Bothriochloa ischaemum",25,25,34,16
"948",948,1,"146","Verbascum sp.",21,29,21,29
"949",949,0.545599522375966,"146","Centaurea virgata",26,24,30,20
"950",950,1,"146","Aractium  lappal",11,39,12,38
"951",951,0.60983404367346,"146","Salvia sclarea",1,49,3,47
"952",952,1,"146","Echinops koelzii",5,45,5,45
"953",953,0.522691028989605,"146","Stachys turcomanica",4,46,7,43
"954",954,0.268806743547666,"146","Eryngium caucasicum",2,48,6,44
"955",955,0.543299782988,"146","Thymus transcaspicus",19,31,23,27
"956",956,0.46893876952267,"146","Anthemis triumfetti",13,37,9,41
"957",957,1,"146","Poa bulbosa",12,38,11,39
"958",958,0.758288758433211,"146","Galium verum",5,45,7,43
"959",959,1,"146","Cousinia stahliana",10,40,11,39
"960",960,0.712422249878667,"146","Crataegus microphylla",3,47,5,45
"961",961,0.201106470200745,"146","Achillea biebersteinii",8,42,3,47
"962",962,0.773197316064132,"146","Elymus repens",8,42,6,44
"963",963,1,"146","Berberis integerrima",1,49,2,48
"964",964,0.712422249878667,"146","Acinos graveolens",5,45,3,47
"965",965,1,"146","Rumex tuberosus",6,44,6,44
"966",966,0.317310507862914,"146","Allium fibrosum",7,43,3,47
"967",967,0.317310507862914,"146","Tragopogon vvedenskyi",3,47,7,43
"968",968,0.738882680363527,"146","Cirsium sp.",6,44,4,46
"969",969,1,"146","Lonicera nummulariifolia",2,48,1,49
"970",970,1,"146","onobrochis",1,49,0,50
"971",971,0.794640391774228,"146","Sanguisorba minor",10,40,8,42
"972",972,0.60983404367346,"146","Cirsium arvensis",1,49,3,47
"973",973,1,"146","Hypericum scabrum",8,42,7,43
"974",974,1,"146","Iris songarica",2,48,3,47
"975",975,1,"146","Vincetoxicum scandens",1,49,0,50
"976",976,1,"146","Lappula barbata",2,48,3,47
"977",977,0.358795357886942,"146","Alyssopsis mollis",1,49,4,46
"978",978,1,"146","Callipeltis cucullaria",4,46,4,46
"979",979,1,"146","Stachys subaphylla",4,46,5,45
"980",980,1,"146","Centaurea sintenisiana",1,49,2,48
"981",981,1,"146","Cerasus microcarpa",0,50,1,49
"982",982,0.358795357886942,"146","Polygonum aviculare",1,49,4,46
"983",983,1,"146","Artemisia kopetdaghensis",1,49,2,48
"984",984,1,"146","Rosa canina",1,49,1,49
"985",985,1,"146","Lactuca serriola",1,49,1,49
"986",986,1,"146","Quercus castaneifolia",3,47,2,48
"987",987,1,"146","Melica ciliata",1,49,1,49
"988",988,0.206507295485425,"146","Hymenocrater elegans",1,49,5,45
"989",989,1,"146","Fumana procumbens",0,50,1,49
"990",990,0.522691028989605,"146","Cleistogenes serotina",4,46,7,43
"991",991,1,"146","Ziziphora clinopodioides",2,48,1,49
"992",992,0.712422249878667,"146","Dracocephalum kotschyi",5,45,3,47
"993",993,1,"146","Acer monspessulanum",0,50,1,49
"994",994,1,"146","Taraxacum montanum",0,50,1,49
"995",995,1,"146","skrozorera",0,50,1,49
"996",996,1,"146","Serratula latifolia",1,49,2,48
"997",997,0.241028167264432,"146","Euphorbia falcata",0,50,3,47
"998",998,1,"146","Agropyron cristatum",5,45,4,46
"999",999,1,"146","Seratula latifolia latifolia",1,49,0,50
"1000",1000,1,"146","Avena sterilis",1,49,1,49
"1001",1001,1,"146","onobrochis melanotrica",1,49,1,49
"1002",1002,0.210406453095371,"147","Kochia prostrata",3,7,0,10
"1003",1003,1,"147","Noaea mucronata",1,9,0,10
"1004",1004,0.210406453095371,"147","Carex stenophylla",7,3,10,0
"1005",1005,1,"147","Astragalus verus",1,9,0,10
"1006",1006,1.53292251700822e-08,"148","Artemisia kopetdaghensis",28,47,0,75
"1007",1007,0.470149013087147,"148","Carex stenophylla",19,56,24,51
"1008",1008,0.471169998490056,"148","Rosa persica",8,67,12,63
"1009",1009,1,"148","Khochia protate",1,74,0,75
"1010",1010,1,"148","Phlomoides labiosa",4,71,4,71
"1011",1011,0.128408188444953,"148","Salsola dendroides",4,71,0,75
"1012",1012,0.693427284902761,"148","Bunium cylindricum",15,60,18,57
"1013",1013,0.0692353462496247,"148","Ephedra foliata",7,68,1,74
"1014",1014,1,"148","Stachys lavandulifolia",3,72,2,73
"1015",1015,0.476546211785049,"148","Zygophyllum atriplicoides",2,73,0,75
"1016",1016,0.36297143233983,"148","Centaurea virgata",1,74,4,71
"1017",1017,1,"148","Amygdalus spinosissima",1,74,0,75
"1018",1018,1,"148","Astragalus brevidens",1,74,0,75
"1019",1019,1,"148","Teucrium polium",1,74,0,75
"1020",1020,0.476546211785049,"148","Noaea mucronata",2,73,0,75
"1021",1021,1,"148","Callipeltis cucullaria",1,74,0,75
"1022",1022,1,"148","Koelpinia linearis",0,75,1,74
"1023",1023,1,"148","Linaria simplex",1,74,0,75
"1024",1024,1,"148","Kochia prostrata",1,74,0,75
"1025",1025,1,"148","Allium sp.",1,74,0,75
"1026",1026,0.476546211785049,"148","Velezia rigida",2,73,0,75
"1027",1027,0.491695786196846,"149","Cousinia microcarpa",6,69,3,72
"1028",1028,0.810181236410474,"149","Bunium cylindricum",11,64,9,66
"1029",1029,1,"149","Onobrychis radiata",2,73,1,74
"1030",1030,0.128408188444953,"149","Galium elegans",4,71,0,75
"1031",1031,1,"149","Haplophyllum acutifolium",0,75,1,74
"1032",1032,1,"149","Onobrychis pulchella ",0,75,1,74
"1033",1033,1.25514667101674e-06,"149","Artemisia kopetdaghensis",22,53,0,75
"1034",1034,0.612293027457368,"149","Zygophyllum atriplicoides",3,72,1,74
"1035",1035,1,"149","Koelpinia linearis",1,74,0,75
"1036",1036,1,"149","Kochia prostrata",1,74,0,75
