"","table_no","p_value","exp_nurse_p","exp_nurse_a","exp_bare_p","exp_bare_a","res_nurse_p","res_nurse_a","res_bare_p","res_bare_a","site_ID","ID","graz","aridity","species","nurse_p","nurse_a","bare_p","bare_a","association"
"1181",1181,1,0.5,0.5,24.5,24.5,0.707106781186547,-0.707106781186547,-0.101015254455221,0.101015254455221,"58","195","1","0.8971","Merremia tridentata",1,24,0,25,"too_rare"
"1182",1182,0.066274058801642,7.5,7.5,18.5,18.5,-1.27801930084539,1.27801930084539,0.813733471206735,-0.813733471206735,"59","196","3","0.8446","Acacia erioloba",4,22,11,15,"neutral"
"1183",1183,0.248886097980799,22,22,4,4,-0.426401432711221,0.426401432711221,1,-1,"59","196","3","0.8446","Aristida stipitata",20,6,24,2,"too_rare"
"1184",1184,0.470841681990632,1,1,25,25,-1,1,0.2,-0.2,"59","196","3","0.8446","Barleria macrostegia",0,26,2,24,"too_rare"
"1185",1185,0.144990074029447,9,9,17,17,-1,1,0.727606875108999,-0.727606875108999,"59","196","3","0.8446","Dicoma schinzii",6,20,12,14,"neutral"
"1186",1186,0.16551785869747,13,13,13,13,0.832050294337844,-0.832050294337844,-0.832050294337844,0.832050294337844,"59","196","3","0.8446","Eragrostis lehmanniana",16,10,10,16,"neutral"
"1187",1187,0.160480030593858,15,15,11,11,-0.774596669241483,0.774596669241483,0.904534033733291,-0.904534033733291,"59","196","3","0.8446","Eragrostis rigidior",12,14,18,8,"neutral"
"1188",1188,0.142581887442764,4.5,4.5,21.5,21.5,-1.17851130197758,1.17851130197758,0.539163866017192,-0.539163866017192,"59","196","3","0.8446","Hermannia tomentosa",2,24,7,19,"too_rare"
"1189",1189,0.348284066144778,19,19,7,7,-0.458831467741123,0.458831467741123,0.755928946018454,-0.755928946018454,"59","196","3","0.8446","Indigofera alternans",17,9,21,5,"neutral"
"1190",1190,0.367382155720896,8,8,18,18,-0.707106781186547,0.707106781186547,0.471404520791032,-0.471404520791032,"59","196","3","0.8446","Ptycholobium biflorum",6,20,10,16,"neutral"
"1191",1191,0.0899327896440097,10.5,10.5,15.5,15.5,-1.08012344973464,1.08012344973464,0.889000889001333,-0.889000889001333,"59","196","3","0.8446","Schmidtia pappophoroides",7,19,14,12,"neutral"
"1192",1192,1,24.5,24.5,1.5,1.5,-0.101015254455221,0.101015254455221,0.408248290463863,-0.408248290463863,"59","196","3","0.8446","Stipagrostis uniplumis",24,2,25,1,"too_rare"
"1193",1193,0.742049648981827,6,6,20,20,-0.408248290463863,0.408248290463863,0.223606797749979,-0.223606797749979,"59","196","3","0.8446","Talinum caffrum",5,21,7,19,"neutral"
"1194",1194,0.497064926151223,5.5,5.5,20.5,20.5,-0.639602149066831,0.639602149066831,0.33129457822454,-0.33129457822454,"59","196","3","0.8446","Terminalia sericea",4,22,7,19,"neutral"
"1195",1195,1,9.5,9.5,16.5,16.5,-0.162221421130763,0.162221421130763,0.123091490979333,-0.123091490979333,"59","196","3","0.8446","Tylosema esculentum",9,17,10,16,"neutral"
"1196",1196,1,8,8,18,18,0,0,0,0,"59","196","3","0.8446","Albuca fleckii",8,18,8,18,"neutral"
"1197",1197,1,5.5,5.5,20.5,20.5,-0.21320071635561,0.21320071635561,0.110431526074847,-0.110431526074847,"59","196","3","0.8446","Tephrosia burchellii",5,21,6,20,"neutral"
"1198",1198,1,6,6,20,20,0,0,0,0,"59","196","3","0.8446","Walleria nutans",6,20,6,20,"neutral"
"1199",1199,1,1.5,1.5,24.5,24.5,-0.408248290463863,0.408248290463863,0.101015254455221,-0.101015254455221,"59","196","3","0.8446","Chamaecrista biensis",1,25,2,24,"too_rare"
"1200",1200,0.602773312365896,2,2,24,24,-0.707106781186547,0.707106781186547,0.204124145231932,-0.204124145231932,"59","196","3","0.8446","Cyperus margaritaceus",1,25,3,23,"too_rare"
"1201",1201,0.724938927228203,5,5,21,21,0.447213595499958,-0.447213595499958,-0.218217890235992,0.218217890235992,"59","196","3","0.8446","Eragrostis pallens",6,20,4,22,"neutral"
"1202",1202,0.118464893871545,2,2,24,24,-1.41421356237309,1.41421356237309,0.408248290463863,-0.408248290463863,"59","196","3","0.8446","Aristida meridionalis",0,26,4,22,"too_rare"
"1203",1203,1,0.5,0.5,25.5,25.5,-0.707106781186547,0.707106781186547,0.0990147542976674,-0.0990147542976674,"59","196","3","0.8446","Geophyt indet.",0,26,1,25,"too_rare"
"1204",1204,0.470841681990632,1,1,25,25,1,-1,-0.2,0.2,"59","196","3","0.8446","Elephantorrhiza elephantina",2,24,0,26,"too_rare"
"1205",1205,1,1,1,25,25,0,0,0,0,"59","196","3","0.8446","Merremia tridentata",1,25,1,25,"too_rare"
"1206",1206,0.00713511502705886,4,4,22,22,2,-2,-0.852802865422442,0.852802865422442,"59","196","3","0.8446","Pollichia campestris",8,18,0,26,"too_rare"
"1207",1207,1,0.5,0.5,25.5,25.5,-0.707106781186547,0.707106781186547,0.0990147542976674,-0.0990147542976674,"59","196","3","0.8446","Cucumis meeusei",0,26,1,25,"too_rare"
"1208",1208,1,0.5,0.5,25.5,25.5,-0.707106781186547,0.707106781186547,0.0990147542976674,-0.0990147542976674,"59","196","3","0.8446","Ipomoea welwitschii",0,26,1,25,"too_rare"
"1209",1209,0.602773312365896,2,2,24,24,-0.707106781186547,0.707106781186547,0.204124145231932,-0.204124145231932,"59","196","3","0.8446","Lapeirousia bainesii",1,25,3,23,"too_rare"
"1210",1210,0.234233757393133,1.5,1.5,24.5,24.5,1.22474487139159,-1.22474487139159,-0.303045763365663,0.303045763365663,"59","196","3","0.8446","Grewia flava",3,23,0,26,"too_rare"
"1211",1211,1,1,1,25,25,0,0,0,0,"59","196","3","0.8446","Indigofera heterotricha",1,25,1,25,"too_rare"
"1212",1212,0.234233757393133,1.5,1.5,24.5,24.5,1.22474487139159,-1.22474487139159,-0.303045763365663,0.303045763365663,"59","196","3","0.8446","Lantana angolensis",3,23,0,26,"too_rare"
"1213",1213,0.234233757393133,1.5,1.5,24.5,24.5,1.22474487139159,-1.22474487139159,-0.303045763365663,0.303045763365663,"59","196","3","0.8446","Rhus tenuinervis",3,23,0,26,"too_rare"
"1214",1214,0.0147770451687697,3.5,3.5,22.5,22.5,1.87082869338697,-1.87082869338697,-0.737864787372622,0.737864787372622,"59","196","3","0.8446","Rhynchosia minima",7,19,0,26,"too_rare"
"1215",1215,1,0.5,0.5,25.5,25.5,0.707106781186547,-0.707106781186547,-0.0990147542976674,0.0990147542976674,"59","196","3","0.8446","Sida ovata",1,25,0,26,"too_rare"
"1216",1216,1,2,2,24,24,0,0,0,0,"59","196","3","0.8446","Solanum delagoense",2,24,2,24,"too_rare"
"1217",1217,1,0.5,0.5,25.5,25.5,0.707106781186547,-0.707106781186547,-0.0990147542976674,0.0990147542976674,"59","196","3","0.8446","Tarchonanthus camphoratus",1,25,0,26,"too_rare"
"1218",1218,1,0.5,0.5,25.5,25.5,0.707106781186547,-0.707106781186547,-0.0990147542976674,0.0990147542976674,"59","196","3","0.8446","Ziziphus mucronata",1,25,0,26,"too_rare"
"1219",1219,0.470841681990632,1,1,25,25,-1,1,0.2,-0.2,"59","196","3","0.8446","Trachyandra saltii",0,26,2,24,"too_rare"
"1220",1220,1,0.5,0.5,25.5,25.5,-0.707106781186547,0.707106781186547,0.0990147542976674,-0.0990147542976674,"59","196","3","0.8446","Acacia mellifera",0,26,1,25,"too_rare"
"1221",1221,0.470841681990632,1,1,25,25,1,-1,-0.2,0.2,"59","196","3","0.8446","Blepharis integrifolia",2,24,0,26,"too_rare"
"1222",1222,1,1.5,1.5,24.5,24.5,-0.408248290463863,0.408248290463863,0.101015254455221,-0.101015254455221,"59","196","3","0.8446","Dichrostachys cinerea",1,25,2,24,"too_rare"
"1223",1223,0.602773312365896,2,2,24,24,-0.707106781186547,0.707106781186547,0.204124145231932,-0.204124145231932,"59","196","3","0.8446","Raphionacme lanceolata",1,25,3,23,"too_rare"
"1224",1224,1,0.5,0.5,25.5,25.5,-0.707106781186547,0.707106781186547,0.0990147542976674,-0.0990147542976674,"59","196","3","0.8446","Hermannia pulchella",0,26,1,25,"too_rare"
"1225",1225,1,0.5,0.5,25.5,25.5,0.707106781186547,-0.707106781186547,-0.0990147542976674,0.0990147542976674,"59","196","3","0.8446","Melinis repens",1,25,0,26,"too_rare"
"1226",1226,1,0.5,0.5,25.5,25.5,-0.707106781186547,0.707106781186547,0.0990147542976674,-0.0990147542976674,"59","196","3","0.8446","Requienia sphaerosperma",0,26,1,25,"too_rare"
"1227",1227,1,20.5,20.5,16.5,16.5,0.110431526074847,-0.110431526074847,-0.123091490979333,0.123091490979333,"59","197","2","0.8451","Aristida stipitata",21,16,20,17,"neutral"
"1228",1228,1,21.5,21.5,15.5,15.5,0.107832773203438,-0.107832773203438,-0.127000127000191,0.127000127000191,"59","197","2","0.8451","Dicoma schinzii",22,15,21,16,"neutral"
"1229",1229,0.190601392066981,10,10,27,27,-0.948683298050514,0.948683298050514,0.577350269189626,-0.577350269189626,"59","197","2","0.8451","Hermannia tomentosa",7,30,13,24,"neutral"
"1230",1230,0.351676308934695,19.5,19.5,17.5,17.5,0.566138517072298,-0.566138517072298,-0.597614304667197,0.597614304667197,"59","197","2","0.8451","Indigofera alternans",22,15,17,20,"neutral"
"1231",1231,0.465074744560606,24,24,13,13,-0.408248290463863,0.408248290463863,0.554700196225229,-0.554700196225229,"59","197","2","0.8451","Stipagrostis uniplumis",22,15,26,11,"neutral"
"1232",1232,0.20137791238979,3,3,34,34,-1.15470053837925,1.15470053837925,0.342997170285018,-0.342997170285018,"59","197","2","0.8451","Tephrosia burchellii",1,36,5,32,"too_rare"
"1233",1233,0.154837784365736,4.5,4.5,32.5,32.5,-1.17851130197758,1.17851130197758,0.438529009653515,-0.438529009653515,"59","197","2","0.8451","Trachyandra saltii",2,35,7,30,"too_rare"
"1234",1234,0.799238247031196,11,11,26,26,-0.301511344577764,0.301511344577764,0.196116135138184,-0.196116135138184,"59","197","2","0.8451","Tylosema esculentum",10,27,12,25,"neutral"
"1235",1235,1,6,6,31,31,0,0,0,0,"59","197","2","0.8451","Lapeirousia bainesii",6,31,6,31,"neutral"
"1236",1236,1,0.5,0.5,36.5,36.5,0.707106781186547,-0.707106781186547,-0.0827605888602368,0.0827605888602368,"59","197","2","0.8451","Ornithoglossum vulgare",1,36,0,37,"too_rare"
"1237",1237,1,2.5,2.5,34.5,34.5,0.316227766016838,-0.316227766016838,-0.0851256530758749,0.0851256530758749,"59","197","2","0.8451","Acacia erioloba",3,34,2,35,"too_rare"
"1238",1238,0.0145326664812399,6.5,6.5,30.5,30.5,-1.76504521624366,1.76504521624366,0.814821714382667,-0.814821714382667,"59","197","2","0.8451","Aristida congesta",2,35,11,26,"bare"
"1239",1239,0.607190981862465,2,2,35,35,-0.707106781186547,0.707106781186547,0.169030850945703,-0.169030850945703,"59","197","2","0.8451","Cucumis meeusei",1,36,3,34,"too_rare"
"1240",1240,1,4,4,33,33,0,0,0,0,"59","197","2","0.8451","Cyperus margaritaceus",4,33,4,33,"too_rare"
"1241",1241,0.473460214494225,1,1,36,36,-1,1,0.166666666666667,-0.166666666666667,"59","197","2","0.8451","Eragrostis pallens",0,37,2,35,"too_rare"
"1242",1242,1,0.5,0.5,36.5,36.5,-0.707106781186547,0.707106781186547,0.0827605888602368,-0.0827605888602368,"59","197","2","0.8451","Geophyt indet.",0,37,1,36,"too_rare"
"1243",1243,0.157971808256728,8,8,29,29,-1.06066017177982,1.06066017177982,0.557086014531156,-0.557086014531156,"59","197","2","0.8451","Indigofera heterotricha",5,32,11,26,"neutral"
"1244",1244,0.766612776884907,7,7,30,30,-0.377964473009227,0.377964473009227,0.182574185835055,-0.182574185835055,"59","197","2","0.8451","Ptycholobium biflorum",6,31,8,29,"neutral"
"1245",1245,1,5,5,32,32,0,0,0,0,"59","197","2","0.8451","Terminalia sericea",5,32,5,32,"neutral"
"1246",1246,0.607190981862465,2,2,35,35,0.707106781186547,-0.707106781186547,-0.169030850945703,0.169030850945703,"59","197","2","0.8451","Albuca fleckii",3,34,1,36,"too_rare"
"1247",1247,1,0.5,0.5,36.5,36.5,0.707106781186547,-0.707106781186547,-0.0827605888602368,0.0827605888602368,"59","197","2","0.8451","Asparagus sp.",1,36,0,37,"too_rare"
"1248",1248,0.0639491088111138,2.5,2.5,34.5,34.5,1.58113883008419,-1.58113883008419,-0.425628265379374,0.425628265379374,"59","197","2","0.8451","Dichrostachys cinerea",5,32,0,37,"too_rare"
"1249",1249,0.473460214494225,1,1,36,36,1,-1,-0.166666666666667,0.166666666666667,"59","197","2","0.8451","Fockea angustifolia",2,35,0,37,"too_rare"
"1250",1250,0.473460214494225,1,1,36,36,1,-1,-0.166666666666667,0.166666666666667,"59","197","2","0.8451","Melhania burchellii",2,35,0,37,"too_rare"
"1251",1251,0.112088865790033,3.5,3.5,33.5,33.5,1.33630620956212,-1.33630620956212,-0.43193421279068,0.43193421279068,"59","197","2","0.8451","Melinis repens",6,31,1,36,"too_rare"
"1252",1252,0.140297430475029,12.5,12.5,24.5,24.5,0.989949493661166,-0.989949493661166,-0.707106781186548,0.707106781186548,"59","197","2","0.8451","Schmidtia pappophoroides",16,21,9,28,"neutral"
"1253",1253,1,4,4,33,33,0,0,0,0,"59","197","2","0.8451","Talinum caffrum",4,33,4,33,"too_rare"
"1254",1254,1,1,1,36,36,0,0,0,0,"59","197","2","0.8451","Ipomoea welwitschii",1,36,1,36,"too_rare"
"1255",1255,0.261393130596637,4,4,33,33,-1,1,0.348155311911396,-0.348155311911396,"59","197","2","0.8451","Eragrostis rigidior",2,35,6,31,"too_rare"
"1256",1256,1,3.5,3.5,33.5,33.5,-0.267261241912424,0.267261241912424,0.086386842558136,-0.086386842558136,"59","197","2","0.8451","Barleria macrostegia",3,34,4,33,"too_rare"
"1257",1257,0.426941101816461,3.5,3.5,33.5,33.5,-0.801783725737273,0.801783725737273,0.259160527674408,-0.259160527674408,"59","197","2","0.8451","Elephantorrhiza elephantina",2,35,5,32,"too_rare"
"1258",1258,1,1.5,1.5,35.5,35.5,-0.408248290463863,0.408248290463863,0.0839181358296689,-0.0839181358296689,"59","197","2","0.8451","Merremia tridentata",1,36,2,35,"too_rare"
"1259",1259,1,2,2,35,35,0,0,0,0,"59","197","2","0.8451","Raphionacme lanceolata",2,35,2,35,"too_rare"
"1260",1260,0.426941101816461,3.5,3.5,33.5,33.5,0.801783725737273,-0.801783725737273,-0.259160527674408,0.259160527674408,"59","197","2","0.8451","Walleria nutans",5,32,2,35,"too_rare"
"1261",1261,0.473460214494225,1,1,36,36,1,-1,-0.166666666666667,0.166666666666667,"59","197","2","0.8451","Blepharis integrifolia",2,35,0,37,"too_rare"
"1262",1262,1,1,1,36,36,0,0,0,0,"59","197","2","0.8451","Rhynchosia minima",1,36,1,36,"too_rare"
"1263",1263,0.670196337437545,3,3,34,34,0.577350269189626,-0.577350269189626,-0.171498585142509,0.171498585142509,"59","197","2","0.8451","Sida ovata",4,33,2,35,"too_rare"
"1264",1264,0.607190981862465,2,2,35,35,0.707106781186547,-0.707106781186547,-0.169030850945703,0.169030850945703,"59","197","2","0.8451","Triraphis schinzii",3,34,1,36,"too_rare"
"1265",1265,1,0.5,0.5,36.5,36.5,-0.707106781186547,0.707106781186547,0.0827605888602368,-0.0827605888602368,"59","197","2","0.8451","Aristida meridionalis",0,37,1,36,"too_rare"
"1266",1266,1,0.5,0.5,36.5,36.5,-0.707106781186547,0.707106781186547,0.0827605888602368,-0.0827605888602368,"59","197","2","0.8451","Asteraceae indet.",0,37,1,36,"too_rare"
"1267",1267,1,2.5,2.5,34.5,34.5,0.316227766016838,-0.316227766016838,-0.0851256530758749,0.0851256530758749,"59","197","2","0.8451","Eragrostis lehmanniana",3,34,2,35,"too_rare"
"1268",1268,1,1.5,1.5,35.5,35.5,-0.408248290463863,0.408248290463863,0.0839181358296689,-0.0839181358296689,"59","197","2","0.8451","Eragrostis nindensis",1,36,2,35,"too_rare"
"1269",1269,1,1,1,36,36,0,0,0,0,"59","197","2","0.8451","Trachyandra revoluta",1,36,1,36,"too_rare"
"1270",1270,1,0.5,0.5,36.5,36.5,0.707106781186547,-0.707106781186547,-0.0827605888602368,0.0827605888602368,"59","197","2","0.8451","Commelina livingstonii",1,36,0,37,"too_rare"
"1271",1271,1,1,1,36,36,0,0,0,0,"59","197","2","0.8451","Grewia flava",1,36,1,36,"too_rare"
"1272",1272,1,1.5,1.5,35.5,35.5,0.408248290463863,-0.408248290463863,-0.0839181358296689,0.0839181358296689,"59","197","2","0.8451","Tarchonanthus camphoratus",2,35,1,36,"too_rare"
"1273",1273,0.354307112295224,2.5,2.5,34.5,34.5,0.948683298050514,-0.948683298050514,-0.255376959227625,0.255376959227625,"59","197","2","0.8451","Seddera suffruticosa",4,33,1,36,"too_rare"
"1274",1274,1,0.5,0.5,36.5,36.5,0.707106781186547,-0.707106781186547,-0.0827605888602368,0.0827605888602368,"59","197","2","0.8451","Acacia fleckii",1,36,0,37,"too_rare"
"1275",1275,1,0.5,0.5,36.5,36.5,0.707106781186547,-0.707106781186547,-0.0827605888602368,0.0827605888602368,"59","197","2","0.8451","Babiana hypogea",1,36,0,37,"too_rare"
"1276",1276,1,0.5,0.5,36.5,36.5,-0.707106781186547,0.707106781186547,0.0827605888602368,-0.0827605888602368,"59","197","2","0.8451","Sida cordifolia",0,37,1,36,"too_rare"
"1277",1277,1,6.5,6.5,38.5,38.5,-0.196116135138184,0.196116135138184,0.080582296402538,-0.080582296402538,"59","198","1","0.8451","Aristida congesta",6,39,7,38,"neutral"
"1278",1278,0.381597151324041,28.5,28.5,16.5,16.5,-0.468292905790847,0.468292905790847,0.615457454896664,-0.615457454896664,"59","198","1","0.8451","Stipagrostis uniplumis",26,19,31,14,"neutral"
"1279",1279,1,22.5,22.5,22.5,22.5,-0.105409255338946,0.105409255338946,0.105409255338946,-0.105409255338946,"59","198","1","0.8451","Tylosema esculentum",22,23,23,22,"neutral"
"1280",1280,0.110972112381341,31,31,14,14,-0.7184212081071,0.7184212081071,1.0690449676497,-1.0690449676497,"59","198","1","0.8451","Schmidtia pappophoroides",27,18,35,10,"neutral"
"1281",1281,1,11,11,34,34,0,0,0,0,"59","198","1","0.8451","Talinum caffrum",11,34,11,34,"neutral"
"1282",1282,0.792147391795897,9,9,36,36,-0.333333333333333,0.333333333333333,0.166666666666667,-0.166666666666667,"59","198","1","0.8451","Walleria nutans",8,37,10,35,"neutral"
"1283",1283,0.474549143449401,12,12,33,33,0.577350269189626,-0.577350269189626,-0.348155311911396,0.348155311911396,"59","198","1","0.8451","Dicoma schinzii",14,31,10,35,"neutral"
"1284",1284,1,0.5,0.5,44.5,44.5,0.707106781186547,-0.707106781186547,-0.0749531688995861,0.0749531688995861,"59","198","1","0.8451","Raphionacme lanceolata",1,44,0,45,"too_rare"
"1285",1285,1,9,9,36,36,0,0,0,0,"59","198","1","0.8451","Tephrosia burchellii",9,36,9,36,"neutral"
"1286",1286,1,8.5,8.5,36.5,36.5,-0.171498585142509,0.171498585142509,0.0827605888602368,-0.0827605888602368,"59","198","1","0.8451","Eragrostis lehmanniana",8,37,9,36,"neutral"
"1287",1287,0.00219606161240912,16.5,16.5,28.5,28.5,-1.84637236468999,1.84637236468999,1.40487871737254,-1.40487871737254,"59","198","1","0.8451","Indigofera alternans",9,36,24,21,"bare"
"1288",1288,0.832988258623258,23,23,22,22,-0.208514414057075,0.208514414057075,0.21320071635561,-0.21320071635561,"59","198","1","0.8451","Aristida stipitata",22,23,24,21,"neutral"
"1289",1289,1,5.5,5.5,39.5,39.5,0.21320071635561,-0.21320071635561,-0.079555728417573,0.079555728417573,"59","198","1","0.8451","Eragrostis nindensis",6,39,5,40,"neutral"
"1290",1290,1,14,14,31,31,0,0,0,0,"59","198","1","0.8451","Eragrostis rigidior",14,31,14,31,"neutral"
"1291",1291,0.0759269629825577,10,10,35,35,-1.26491106406735,1.26491106406735,0.676123403782813,-0.676123403782813,"59","198","1","0.8451","Indigofera heterotricha",6,39,14,31,"neutral"
"1292",1292,0.519810505165628,5.5,5.5,39.5,39.5,-0.639602149066831,0.639602149066831,0.238667185252719,-0.238667185252719,"59","198","1","0.8451","Hermannia tomentosa",4,41,7,38,"neutral"
"1293",1293,0.43118803223907,3.5,3.5,41.5,41.5,-0.801783725737273,0.801783725737273,0.2328451577119,-0.2328451577119,"59","198","1","0.8451","Aristida meridionalis",2,43,5,40,"too_rare"
"1294",1294,1,1.5,1.5,43.5,43.5,-0.408248290463863,0.408248290463863,0.0758098043578903,-0.0758098043578903,"59","198","1","0.8451","Merremia tridentata",1,44,2,43,"too_rare"
"1295",1295,1,3.5,3.5,41.5,41.5,0.267261241912424,-0.267261241912424,-0.0776150525706333,0.0776150525706333,"59","198","1","0.8451","Barleria macrostegia",4,41,3,42,"too_rare"
"1296",1296,0.737315677216418,5,5,40,40,-0.447213595499958,0.447213595499958,0.158113883008419,-0.158113883008419,"59","198","1","0.8451","Acacia erioloba",4,41,6,39,"neutral"
"1297",1297,1,2.5,2.5,42.5,42.5,-0.316227766016838,0.316227766016838,0.076696498884737,-0.076696498884737,"59","198","1","0.8451","Albuca fleckii",2,43,3,42,"too_rare"
"1298",1298,0.71108551772226,4,4,41,41,-0.5,0.5,0.156173761888606,-0.156173761888606,"59","198","1","0.8451","Lapeirousia bainesii",3,42,5,40,"too_rare"
"1299",1299,1,1.5,1.5,43.5,43.5,0.408248290463863,-0.408248290463863,-0.0758098043578903,0.0758098043578903,"59","198","1","0.8451","Rhynchosia minima",2,43,1,44,"too_rare"
"1300",1300,1,0.5,0.5,44.5,44.5,-0.707106781186547,0.707106781186547,0.0749531688995861,-0.0749531688995861,"59","198","1","0.8451","Melhania burchellii",0,45,1,44,"too_rare"
"1301",1301,1,0.5,0.5,44.5,44.5,0.707106781186547,-0.707106781186547,-0.0749531688995861,0.0749531688995861,"59","198","1","0.8451","Trachyandra revoluta",1,44,0,45,"too_rare"
"1302",1302,1,0.5,0.5,44.5,44.5,0.707106781186547,-0.707106781186547,-0.0749531688995861,0.0749531688995861,"59","198","1","0.8451","Cucumis meeusei",1,44,0,45,"too_rare"
"1303",1303,0.609003960392302,2,2,43,43,-0.707106781186547,0.707106781186547,0.152498570332605,-0.152498570332605,"59","198","1","0.8451","Sida ovata",1,44,3,42,"too_rare"
"1304",1304,0.240218655616988,1.5,1.5,43.5,43.5,1.22474487139159,-1.22474487139159,-0.227429413073671,0.227429413073671,"59","198","1","0.8451","Lantana angolensis",3,42,0,45,"too_rare"
